,rank,RDM,RDM_avg,lower_bound,upper_bound,range,diff_m1_mc_median
76456,239.0,0.2505909204483032,0.3732517560323079,0.3216497128049039,0.42476706798025676,0.10311735517535286,0.1209476005739466
347481,233.0,0.2705586552619934,0.3721890449523926,0.32145083710255723,0.42344112437997156,0.10199028727741433,0.10263271020896364
333961,222.0,0.3219402730464935,0.3714007536570231,0.348456699284571,0.394664702252782,0.04620800296821098,0.04959191596732565
26361,165.0,0.4645560681819916,0.3672425746917724,0.32347248088363384,0.4103846270101438,0.08691214612650994,0.09793347652063938
360001,214.0,0.3645780384540558,0.3566304445266723,0.3077379541747331,0.40418159038997237,0.09644363621523927,0.0070659666173275015
350230,243.0,0.2266363650560379,0.3539445797602336,0.3029954297471259,0.4058095554601451,0.10281412571301918,0.12764588845254232
370809,202.0,0.3817930519580841,0.3522593180338542,0.3363681261994827,0.3684256881562056,0.03205756195672288,0.0290011058015478
33767,211.0,0.3668635487556457,0.3506864309310913,0.3243647987982056,0.3756027352850245,0.0512379364868189,0.016626240013886184
173751,199.0,0.3841800689697265,0.3506077130635579,0.33456963053564837,0.36628682275187413,0.031717192216225765,0.033743442093338405
159428,203.0,0.3816758692264557,0.3499755859375,0.3295920899246266,0.3695981172081874,0.04000602728356084,0.03202752224265981
195128,224.0,0.3128154873847961,0.3489681482315063,0.31061911401476316,0.3866173669640696,0.07599825294930646,0.0368526842136106
91089,181.0,0.4367912709712982,0.3450316985448201,0.3062007023558427,0.3826568628811887,0.07645616052534604,0.09254772940311329
378065,245.0,0.2075561732053756,0.3396754264831543,0.2837757354191085,0.39687803852216313,0.11310230310305464,0.13225998952536908
114429,219.0,0.3477832973003387,0.3383876482645671,0.30633614696654393,0.3692260412873747,0.06288989432083075,0.008794749549113134
375919,212.0,0.3654989898204803,0.3295513788859049,0.2783216623736583,0.3844416850427337,0.10612002266907539,0.034232164929484
